0 ,  0.9360601 ,  Social norms ,  Consideration of social norms
1049 ,  0.41046974 ,  Respect for ,  Empathy towards others' situations
1050 ,  0.41037256 ,  Appreciation ,  Consideration for others' feelings
1051 ,  0.41035175 ,  Responsibility in dealing with others ,  Understanding the social dynamics
1052 ,  0.4100188 ,  Compassion ,  Fostering positive relationships
1053 ,  0.40990222 ,  Awareness of shared experiences ,  Fostering a relationship
1054 ,  0.40986216 ,  Honesty and integrity ,  Empathy towards others' situations
1055 ,  0.4098311 ,  Personal value judgement ,  Ethical responsibility towards others
1056 ,  0.40965044 ,  Commitment to values ,  Consideration of implications of actions
1057 ,  0.40960318 ,  Responsibility in dealing with others ,  Honesty in social interactions
1058 ,  0.40960068 ,  Empower ,  Empathy towards others' situations
1059 ,  0.40950632 ,  Generosity-based mental health ,  Self-interest: Having
1060 ,  0.40944928 ,  Empathy towards others' preferences ,  Providing feedback and support
1061 ,  0.4094115 ,  Empathy towards others' choices ,  Understanding of societal norms
1062 ,  0.40936884 ,  Understanding the effects of inappropriate communication ,  Harmful consequences
1063 ,  0.40936077 ,  Empathy towards others' needs ,  Empower
1064 ,  0.40924957 ,  Respect for the individual's autonomy ,  Consideration of others' comfort
1065 ,  0.40899122 ,  Empathy towards others' preferences ,  Recognition and appreciation
1066 ,  0.40894777 ,  Personal value judgement ,  Consideration of
1067 ,  0.40887344 ,  Harmful effects of societal influences ,  Empathy towards others' situations
1068 ,  0.4088449 ,  Commitment to personal goals ,  Consideration for others' feelings
1069 ,  0.40882683 ,  Fostering a relationship ,  Collaboration
1070 ,  0.40874675 ,  Respect for ,  Personal value judgement
1071 ,  0.40857825 ,  Commitment to values ,  Social responsibility
1072 ,  0.4084592 ,  Professionalism in behavior ,  Social norms
1073 ,  0.4084057 ,  Respect for ,  Commitment to values
1074 ,  0.4083647 ,  Empathy towards others' needs ,  Building self-awareness
1075 ,  0.4082661 ,  Empathy towards others' needs ,  Responsibility
1076 ,  0.40813494 ,  Honesty and accountability ,  Justice in the law
1077 ,  0.4081158 ,  Selfishness ,  Responsibility for actions
1078 ,  0.40811133 ,  Generosity towards those suffering ,  Responsibility for actions
1079 ,  0.40810052 ,  Understanding of Biological and Emotional Change ,  Relationship dynamics
1080 ,  0.4079422 ,  Prioritizing relationships ,  Responsibility for actions
1081 ,  0.40784195 ,  Empathy towards others' situations ,  Commitment to values
1082 ,  0.40783206 ,  Taking responsibility ,  Commitment to values
1083 ,  0.4077225 ,  Commitment to a cause ,  Ethical communication and support systems
1084 ,  0.4077213 ,  Taking responsibility ,  Respect for individual choices
1085 ,  0.40767297 ,  Consideration for others' opinions ,  Responsibility for actions
1086 ,  0.4074432 ,  Kindness toward others ,  Empower
1087 ,  0.40740994 ,  Awareness of shared experiences ,  Consideration for others' opinions
1088 ,  0.4072972 ,  Empathy towards others' needs ,  Taking responsibility for one's own actions
1089 ,  0.40707204 ,  Respect for individual choices ,  Ethical Living
1090 ,  0.40684772 ,  Appreciation ,  Value
1091 ,  0.40678954 ,  Integrity in personal decisions ,  Risk-taking
1092 ,  0.4067675 ,  Communication ,  Providing feedback and support
1093 ,  0.40675682 ,  Personal value judgement ,  Integrity in action
1094 ,  0.4066066 ,  Consideration of others' comfort ,  Generosity-based mental health
1095 ,  0.40657035 ,  Consideration of others' comfort ,  Providing feedback and support
1096 ,  0.40654886 ,  Respect for others' feelings ,  Generosity towards those suffering
1097 ,  0.40654814 ,  Honesty in social interactions ,  Friends
1098 ,  0.4065476 ,  Empathy towards others' situations ,  Consideration of social norms
1099 ,  0.4064916 ,  Supportiveness ,  Social responsibility
1100 ,  0.4064663 ,  Generosity-based mental health ,  Commitment to values
1101 ,  0.4064417 ,  Understanding of societal norms ,  Respect for individual choices
1102 ,  0.40628672 ,  Personal value judgement ,  Appreciation
1103 ,  0.40606582 ,  Understanding the social dynamics ,  Generosity towards those suffering
1104 ,  0.40606016 ,  Awareness of social norms ,  Ethical Living
1105 ,  0.40599602 ,  Respect for diversity and difference ,  Respect for the privacy of others
1106 ,  0.40597004 ,  Risk assessment for misconduct ,  Ethical responsibility towards others
1107 ,  0.40582192 ,  Supportiveness ,  Ethical communication and support systems
1108 ,  0.4057391 ,  Personal value judgement ,  Risk assessment for misconduct
1109 ,  0.40571955 ,  Understanding the effects of inappropriate communication ,  Responsibility in dealing with others
1110 ,  0.40564567 ,  Recognition of efforts ,  Respect for individual choices
1111 ,  0.40526783 ,  Commitment to values ,  Ethical Living
1112 ,  0.4051026 ,  Value of relationships ,  Honesty
1113 ,  0.4049971 ,  Understanding the social dynamics ,  Ethical responsibility towards others
1114 ,  0.4049484 ,  Belief in one's own abilities ,  Integrity in personal decisions
1115 ,  0.40477547 ,  Value of relationships ,  Supportiveness
1116 ,  0.40473962 ,  Understanding the effects of inappropriate communication ,  Risk assessment for misconduct
1117 ,  0.40471774 ,  Value of relationships ,  Ethical communication and support systems
1118 ,  0.40465713 ,  Autonomy ,  Social responsibility
1119 ,  0.4046559 ,  Respect for private property ,  Ethical Living
1120 ,  0.4043138 ,  Belief in one's own abilities ,  Consideration for others' feelings
1121 ,  0.4040392 ,  Kindness toward others ,  Healthy interpersonal relationships
1122 ,  0.40396792 ,  Commitment to a cause ,  Emotional regulation
1123 ,  0.40390372 ,  Kindness toward others ,  Consideration of social norms
1124 ,  0.40384287 ,  Personal value judgement ,  Honesty and integrity
1125 ,  0.40371653 ,  Collaboration ,  Fostering positive relationships
1126 ,  0.40371382 ,  Prioritizing relationships ,  Empathy towards others' needs
1127 ,  0.40365934 ,  Honesty and accountability ,  Empathy towards others' situations
1128 ,  0.40345252 ,  Respect for ,  Autonomy
1129 ,  0.40342075 ,  Responsibility ,  Consideration of social norms
1130 ,  0.40334934 ,  Appreciation ,  Respect for individual choices
1131 ,  0.40325323 ,  Empower ,  Responsibility
1132 ,  0.4032096 ,  Empathy towards others' preferences ,  Respect for personal property
1133 ,  0.4031087 ,  Consideration of others' comfort ,  Responsibility in dealing with others
1134 ,  0.40299177 ,  Consideration for others' opinions ,  Taking responsibility for one's own actions
1135 ,  0.40278214 ,  Providing feedback and support ,  Responsibility for actions
1136 ,  0.4025568 ,  Empathy towards others' preferences ,  Commitment to personal goals
1137 ,  0.40246606 ,  Integrity in personal decisions ,  Social responsibility
1138 ,  0.40242767 ,  Professionalism in behavior ,  Honesty
1139 ,  0.402422 ,  Empathy towards others' choices ,  Consideration of
1140 ,  0.40234494 ,  Autonomy ,  Responsibility for actions
1141 ,  0.40216583 ,  Respect for diversity and difference ,  Empathy towards others' choices
1142 ,  0.40211034 ,  Social norms ,  Healthy interpersonal relationships
1143 ,  0.4021073 ,  Compassion ,  Value of relationships
1144 ,  0.4019997 ,  Fairness and honesty in decision- ,  Consideration for others' feelings
1145 ,  0.40198275 ,  Autonomy ,  Taking responsibility
1146 ,  0.4019557 ,  Prioritizing relationships ,  Commitment to a cause
1147 ,  0.40183872 ,  Compassion ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
1148 ,  0.4017655 ,  Emotional regulation ,  Consideration for others' feelings
1149 ,  0.4017197 ,  Honesty and integrity ,  Self-interest: Having
1150 ,  0.40161005 ,  Empathy towards others' needs ,  Ethical communication and support systems
1151 ,  0.40160477 ,  Integrity in personal decisions ,  Self-interest: Having
1152 ,  0.4015897 ,  Prioritizing relationships ,  Self-interest: Having
1153 ,  0.40157855 ,  Commitment to personal goals ,  Building self-awareness
1154 ,  0.40150386 ,  Belief in one's own abilities ,  Self-control
1155 ,  0.40141147 ,  Fairness and honesty in decision- ,  Kindness toward others
1156 ,  0.401375 ,  Respect for others' personal choices and beliefs ,  Consider
1157 ,  0.40131086 ,  Consideration of others' comfort ,  Ethical responsibility towards others
1158 ,  0.40113607 ,  Integrity in personal decisions ,  Self-control
1159 ,  0.4009815 ,  Empower ,  Commitment to values
1160 ,  0.40093982 ,  Respect for ,  Ethical responsibility towards others
1161 ,  0.40088353 ,  Personal value judgement ,  Respect for the privacy of others
1162 ,  0.40084487 ,  Belief in one's own abilities ,  Commitment to values
1163 ,  0.40077266 ,  Autonomy ,  Openness
1164 ,  0.40072656 ,  Consideration of others' comfort ,  Prioritizing relationships
1165 ,  0.40071088 ,  Responsibility ,  Respect for individual choices
1166 ,  0.40066838 ,  Ethical communication and support systems ,  Honesty
1167 ,  0.40050006 ,  Legal ramifications ,  Risk-taking
1168 ,  0.40042996 ,  Value of relationships ,  Consideration of implications of actions
1169 ,  0.40040642 ,  Empathy towards others' choices ,  Honesty
1170 ,  0.40026295 ,  Understanding the effects of inappropriate communication ,  Healthy interpersonal relationships
1171 ,  0.40006185 ,  Empowerment through communication ,  Empathy towards others' situations
1172 ,  0.39984956 ,  Openness ,  Understanding boundaries
1173 ,  0.39978874 ,  Respect for personal property ,  Honesty and integrity
1174 ,  0.399754 ,  Respect for private property ,  Consideration of social norms
1175 ,  0.39961675 ,  Personal value judgement ,  Self-interest: Having
1176 ,  0.3995765 ,  Respect for the individual's autonomy ,  Recognition and appreciation
1177 ,  0.39957204 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Ethical Living
1178 ,  0.39957023 ,  Empower ,  Responsibility for actions
1179 ,  0.3995511 ,  Risk-taking ,  Consideration of implications of actions
1180 ,  0.399421 ,  Healthy interpersonal relationships ,  Ethical Living
1181 ,  0.39937714 ,  Empathy towards others' preferences ,  Honesty
1182 ,  0.3992744 ,  Cultural norms ,  Ethical responsibility towards others
1183 ,  0.39917424 ,  Kindness toward others ,  Awareness of social norms
1184 ,  0.39905706 ,  Belief in one's own abilities ,  Professionalism in behavior
1185 ,  0.39888358 ,  Selfishness ,  Commitment to values
1186 ,  0.39885485 ,  Compassion ,  Recognition and appreciation
1187 ,  0.3986948 ,  Consider ,  Consideration of social norms
1188 ,  0.39860746 ,  Respect for the individual's autonomy ,  Value of relationships
1189 ,  0.3985489 ,  Understanding the effects of inappropriate communication ,  Consideration of social norms
1190 ,  0.3984847 ,  Risk assessment for misconduct ,  Responsibility for actions
1191 ,  0.3984204 ,  Kindness toward others ,  Fostering a relationship
1192 ,  0.39823335 ,  Respect for the individual's autonomy ,  Personal value judgement
1193 ,  0.39811116 ,  Respect for the individual's autonomy ,  Commitment to values
1194 ,  0.39805812 ,  Empathy towards others' preferences ,  Respect for diversity and difference
1195 ,  0.39786083 ,  Empowerment through communication ,  Responsibility
1196 ,  0.3976366 ,  Autonomy in decision-making ,  Empowerment through communication
1197 ,  0.39754343 ,  Fairness and honesty in decision- ,  Responsibility
1198 ,  0.39753777 ,  Awareness of shared experiences ,  Ethical Living
1199 ,  0.39738107 ,  Understanding of societal norms ,  Responsibility
1200 ,  0.39737728 ,  Cultural norms ,  Ethical Living
1201 ,  0.39733592 ,  Integrity in action ,  Respect for individual choices
1202 ,  0.397206 ,  Taking responsibility ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
1203 ,  0.3971632 ,  Appreciation ,  Empower
1204 ,  0.39703113 ,  Value of relationships ,  Consent and acceptance of differences
1205 ,  0.39702612 ,  Fairness and honesty in decision- ,  Value of relationships
1206 ,  0.3968878 ,  Generosity-based mental health ,  Social responsibility
1207 ,  0.39678627 ,  Responsibility in dealing with others ,  Healthy interpersonal relationships
1208 ,  0.3967187 ,  Awareness of shared experiences ,  Relationship dynamics
1209 ,  0.39671758 ,  Personal value judgement ,  Professionalism in behavior
1210 ,  0.39667028 ,  Legal ramifications ,  Consideration of
1211 ,  0.39666462 ,  Prioritizing relationships ,  Consideration of social norms
1212 ,  0.3961865 ,  Empathy towards others' preferences ,  Understanding the social dynamics
1213 ,  0.39615124 ,  Prioritizing relationships ,  Respect for the privacy of others
1214 ,  0.39611018 ,  Empathy towards others' choices ,  Relationship dynamics
1215 ,  0.39609468 ,  Consideration for others' feelings ,  Taking responsibility for one's own actions
1216 ,  0.39584768 ,  Responsibility in dealing with others ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
